"date","driver_number","session_key","meeting_key","recording_url"
"2023-03-05T15:29:08.525000+00:00",81,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/OSCPIA01_81_20230305_152844.mp3"
"2023-03-05T15:30:15.377000+00:00",23,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/ALEALB01_23_20230305_152947.mp3"
"2023-03-05T15:30:49.267000+00:00",22,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/YUKTSU01_22_20230305_153021.mp3"
"2023-03-05T15:33:04.624000+00:00",22,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/YUKTSU01_22_20230305_153246.mp3"
"2023-03-05T15:35:17.372000+00:00",77,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/VALBOT01_77_20230305_153449.mp3"
"2023-03-05T15:35:51.215000+00:00",20,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/KEVMAG01_20_20230305_153511.mp3"
"2023-03-05T15:35:51.622000+00:00",1,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/MAXVER01_1_20230305_153512.mp3"
"2023-03-05T15:35:51.996000+00:00",4,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/LANNOR01_4_20230305_153524.mp3"
"2023-03-05T15:37:32.354000+00:00",27,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/NICHUL01_27_20230305_153709.mp3"
"2023-03-05T15:39:11.821000+00:00",22,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/YUKTSU01_22_20230305_153903.mp3"
"2023-03-05T15:40:20.851000+00:00",20,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/KEVMAG01_20_20230305_154004.mp3"
"2023-03-05T15:42:32.223000+00:00",1,7953,1141,"https://livetiming.formula1.com/static/2023/2023-03-05_Bahrain_Grand_Prix/2023-03-05_Race/TeamRadio/MAXVER01_1_20230305_154159.mp3"
